productID,naam,prijs,beschrijving,categorie,link,leverancierID
1acac4cc-2ce4-4262-ae08-cab3b6628ce5,Opvouwbare Drempelhulp,79.99,Deze opvouwbare drempelhulp is ideaal voor rolstoelgebruikers en mensen met mobiliteitsbeperkingen. Het biedt een gemakkelijke overgang tussen verschillende hoogtes en is eenvoudig op te bergen.,Mobiliteit,https://thuisleefgids.nl/product/mobiliteit/drempelhulpen/opvouwbare-drempelhulp/,45e22d68-9632-42b9-83ad-6ff5a4e577b0
8c272e50-8d5b-4354-897d-290af587cc1d,Medicatie Dispenser,89.95,De medicatie dispenser zorgt ervoor dat je nooit meer je medicijnen vergeet in te nemen. Het verdeelt de pillen automatisch volgens het ingestelde schema en geeft een geluidssignaal als het tijd is om je medicatie in te nemen.,Medicijnen,https://thuisleefgids.nl/product/gezondheid/medicatie/medicatie-dispenser/,45d11c35-7c74-445b-942a-8ff9e8d81e38
4f1bf05c-9ed7-4200-b7b2-5cc58b5cc78e,Domotica Starter Kit,199.00,Deze domotica starter kit bevat alle essentiële componenten om je huis slim te maken. Met de bijgeleverde hub en sensoren kun je verlichting temperatuur en andere apparaten in je huis automatiseren en op afstand bedienen.,Automatisering,https://thuisleefgids.nl/product/wonen/domotica/domotica-starterskit/,d9d7cb7d-7e70-4d7e-a0ae-78b8c8e5a1dd
561dfb83-be09-41bd-9812-043f40ebf94d,Douche Verstelbare Kruk,49.99,De douche verstelbare kruk biedt comfort en veiligheid tijdens het douchen. Het heeft een verstelbare hoogte en is voorzien van antislipvoetjes voor extra stabiliteit.,Badkamer,https://thuisleefgids.nl/product/badkamer/douchestoelen-en-douchezitjes/douche-verstelbare-kruk/,45e22d68-9632-42b9-83ad-6ff5a4e577b0
34c399e2-c9e7-4fc6-a08b-a4f28c5244d4,Elektrische Rolstoel,1499.00,De elektrische rolstoel biedt mobiliteit en zelfstandigheid aan mensen met beperkte mobiliteit. Het heeft een krachtige motor en een comfortabele zitting voor langdurig gebruik.,Mobiliteit,https://thuisleefgids.nl/product/mobiliteit/rolstoelen/elektrische-rolstoel/,45e22d68-9632-42b9-83ad-6ff5a4e577b0
89da61c6-6172-4b05-b004-39e0897b6ac0,Spraakgestuurde Afstandsbediening,39.95,De spraakgestuurde afstandsbediening maakt het bedienen van je televisie en andere apparaten eenvoudig met je stem. Je kunt kanalen wisselenhet volume regelen en meer zonder fysieke knoppen aan te raken.,Communicatie,https://thuisleefgids.nl/product/communicatie/spraakbesturing/spraakgestuurde-afstandsbediening/,de8d52a5-6190-4dd7-9922-3a7b17049db1
eda1624e-4eea-4497-989c-b73fe5eb6216,Opvouwbare Drempelhulp,79.99,Deze opvouwbare drempelhulp is ideaal voor rolstoelgebruikers en mensen met mobiliteitsbeperkingen. Het biedt een gemakkelijke overgang tussen verschillende hoogtes en is eenvoudig op te bergen.,Mobiliteit,https://thuisleefgids.nl/product/mobiliteit/drempelhulpen/opvouwbare-drempelhulp/,45e22d68-9632-42b9-83ad-6ff5a4e577b0
7ac24fc8-0786-47e6-be75-ae905c3b3c79,Medicatie Dispenser,89.95,De medicatie dispenser zorgt ervoor dat je nooit meer je medicijnen vergeet in te nemen. Het verdeelt de pillen automatisch volgens het ingestelde schema en geeft een geluidssignaal als het tijd is om je medicatie in te nemen.,Medicijnen,https://thuisleefgids.nl/product/gezondheid/medicatie/medicatie-dispenser/,259a92a3-370a-4c57-a7c2-88c5c89d8dd8
e8f1b229-c7e7-48cb-84f1-643a415c59a6,Domotica Starter Kit,199.00,Deze domotica starter kit bevat alle essentiële componenten om je huis slim te maken. Met de bijgeleverde hub en sensoren kun je verlichting temperatuur en andere apparaten in je huis automatiseren en op afstand bedienen.,Automatisering,https://thuisleefgids.nl/product/wonen/domotica/domotica-starterskit/,d9d7cb7d-7e70-4d7e-a0ae-78b8c8e5a1dd
91db1243-8e26-468d-9581-8fab26a018c2,Badlift,299.00,De badlift is ontworpen om mensen met mobiliteitsproblemen te helpen bij het in- en uitstappen van het bad. Het biedt veiligheid en comfort tijdens het baden.,Badkamer,https://thuisleefgids.nl/product/badkamer/badliften/badlift/,45e22d68-9632-42b9-83ad-6ff5a4e577b0
dba1f895-deec-47f6-979c-996fbeec1981,Rollator met Zitting,129.00,De rollator met zitting biedt ondersteuning en rustmomenten tijdens het wandelen. Het heeft een stevig framecomfortabele zitting en opbergruimte voor persoonlijke spullen.,Mobiliteit,https://thuisleefgids.nl/product/mobiliteit/rollators/rollator-met-zitting/,45e22d68-9632-42b9-83ad-6ff5a4e577b0
54b8fa1a-752d-4e50-a816-5a525d40c00f,Automatische Bloeddrukmeter,49.99,De automatische bloeddrukmeter maakt het eenvoudig om je bloeddruk thuis te meten. Het geeft nauwkeurige resultaten en slaat de metingen op voor toekomstige referentie.,Gezondheid,https://thuisleefgids.nl/product/gezondheid/bloeddrukmeters/automatische-bloeddrukmeter/,259a92a3-370a-4c57-a7c2-88c5c89d8dd8
058c9816-80cc-4735-8905-50bcc8eb5bb0,Slimme Deurbel,169.00,De slimme deurbel stelt je in staat om op afstand te zien wie er voor je deur staat en met bezoekers te communiceren via je smartphone. Het biedt extra veiligheid en gemak voor thuis.,Veiligheid,https://thuisleefgids.nl/product/veiligheid/deurbeveiliging/slimme-deurbel/,d9d7cb7d-7e70-4d7e-a0ae-78b8c8e5a1dd
38391bff-aa84-45b2-9c7a-f4200614b65d,Schepplaat met Verlengde Handgreep,29.95,De schepplaat met verlengde handgreep maakt het gemakkelijk om op te scheppen en te serveren zonder te bukken. Het is ideaal voor mensen met rugklachten of beperkte mobiliteit.,Keuken,https://thuisleefgids.nl/product/keuken/bestek-en-servies/schepplaat-met-verlengde-handgreep/,45e22d68-9632-42b9-83ad-6ff5a4e577b0
3d336291-e9b9-4a82-9954-360ad8b19e69,Opvouwbare Wandelstok,19.99,De opvouwbare wandelstok biedt ondersteuning en stabiliteit tijdens het lopen. Het is lichtgewicht compact en gemakkelijk op te vouwen voor opslag en transport.,Mobiliteit,https://thuisleefgids.nl/product/mobiliteit/wandelstokken/opvouwbare-wandelstok/,45e22d68-9632-42b9-83ad-6ff5a4e577b0
3cb6ab72-54ce-485c-9ca1-c0d255f4bf8f,Digitale Thermometer,9.99,De digitale thermometer geeft snel en nauwkeurig de lichaamstemperatuur weer. Het is gemakkelijk af te lezen en geschikt voor zowel kinderen als volwassenen.,Gezondheid,https://thuisleefgids.nl/product/gezondheid/thermometers/digitale-thermometer/,259a92a3-370a-4c57-a7c2-88c5c89d8dd8
4b724c64-d696-4acd-af0e-1e7f1705dbeb,Opblaasbaar Badkussen,14.99,Het opblaasbaar badkussen biedt extra comfort en ondersteuning tijdens het baden. Het is gemakkelijk op te blazen en te bevestigen aan de badkuip.,Badkamer,https://thuisleefgids.nl/product/badkamer/badzitjes-en-badkussens/opblaasbaar-badkussen/,45e22d68-9632-42b9-83ad-6ff5a4e577b0
1163f08a-ddda-4822-b6a7-8108c3ff9160,Daglichtlamp,79.95,De daglichtlamp simuleert natuurlijk daglicht en helpt bij het verminderen van winterblues en het verbeteren van energie en stemming. Het is compact en eenvoudig te gebruiken.,Gezondheid,https://thuisleefgids.nl/product/gezondheid/lichttherapie/daglichtlamp/,259a92a3-370a-4c57-a7c2-88c5c89d8dd8
5e658eb9-8191-49d9-97c8-c45ea40a8e11,Douchestoel met Armleuningen,89.00,De douchestoel met armleuningen biedt extra ondersteuning en veiligheid tijdens het douchen. Het heeft een comfortabele zitting rugleuning en armleuningen voor stabiliteit.,Badkamer,https://thuisleefgids.nl/product/badkamer/douchestoelen-en-douchezitjes/douchestoel-met-armleuningen/,45e22d68-9632-42b9-83ad-6ff5a4e577b0
b556cd5e-6e0f-4d9e-93b9-c888a9f1b3cd,Hoorapparaat,249.99,Een geavanceerd hoorapparaat dat geluid versterkt en helpt bij gehoorverlies. Het heeft verschillende instellingen en is comfortabel om te dragen.,Gezondheid,https://example.com/hoorapparaat,45e22d68-9632-42b9-83ad-6ff5a4e577b0
11c91747-2010-48f7-829a-0df68be6eb95,Draadloze Deurbel met Flitslicht,59.99,Een draadloze deurbel met een flitslichtfunctie voor doven en slechthorenden. Het heeft een groot bereik en kan eenvoudig worden geïnstalleerd.,Thuis,https://example.com/draadloze-deurbel,259a92a3-370a-4c57-a7c2-88c5c89d8dd8
37731b90-f2f1-4364-8819-f90c581d2966,Therapeutisch Douchestoeltje,129.99,Een douchestoeltje met therapeutische eigenschappen ontworpen om comfort en ontspanning te bieden tijdens het douchen. Het heeft verstelbare functies en antislipmateriaal.,Gezondheid,https://example.com/therapeutisch-douchestoeltje,259a92a3-370a-4c57-a7c2-88c5c89d8dd8
75f9d72e-5702-410c-9299-ec6cc5868f5b,Elektrische Scootmobiel,1499.99,Een elektrische scootmobiel waarmee mensen met mobiliteitsbeperkingen zich gemakkelijk kunnen verplaatsen. Het heeft een lange levensduur van de batterij en verstelbare snelheden.,Mobiliteit,https://example.com/elektrische-scootmobiel,d9d7cb7d-7e70-4d7e-a0ae-78b8c8e5a1dd
49ee92cc-4bf4-4009-a067-3d18f42e4263,Robotstofzuiger,299.99,Een slimme robotstofzuiger die automatisch je vloeren reinigt. Het heeft sensoren om obstakels te vermijden en kan worden bediend via een app op je smartphone.,Thuis,https://example.com/robotstofzuiger,45e22d68-9632-42b9-83ad-6ff5a4e577b0
b79052f5-04c0-4d99-bbab-3876f825da2d,Elektrisch Verstelbaar Bed,999.99,Een elektrisch verstelbaar bed dat verschillende slaapposities biedt voor maximaal comfort. Het heeft een afstandsbediening en een stevig maar zacht matras.,Thuis,https://example.com/elektrisch-verstelbaar-bed,45e22d68-9632-42b9-83ad-6ff5a4e577b0
4f6b0b80-9691-44ef-8ce0-5bdad1f519f9,Seniorenbed,699.99,Een comfortabel en veilig bed speciaal ontworpen voor senioren. Het heeft een stevige constructie een verstelbaar hoofdeinde en is gemakkelijk in en uit te stappen.,Thuis,https://example.com/seniorenbed,45e22d68-9632-42b9-83ad-6ff5a4e577b0
4a774e6c-c3c8-4988-acfa-81cd2764b30e,Bloeddrukmeter voor Bovenarm,49.99,Een bloeddrukmeter die nauwkeurige metingen van de bloeddruk op de bovenarm levert. Het heeft een eenvoudig te lezen display en kan de gegevens opslaan voor toekomstige referentie.,Gezondheid,https://example.com/bloeddrukmeter-bovenarm,45e22d68-9632-42b9-83ad-6ff5a4e577b0
8cb72e20-8f7a-4260-a727-f18ee1649f70,Drempelhulp,89.99,Een drempelhulp die het gemakkelijker maakt om obstakels zoals drempels en verhoogde vloeren te overbruggen. Het is duurzaam antislip en geschikt voor zowel binnen- als buitengebruik.,Thuis,https://example.com/drempelhulp,45e22d68-9632-42b9-83ad-6ff5a4e577b0
5b283617-ba57-4941-969f-16d0f9cdfb16,In hoogte verstelbaar Toilet frame,79.99,Een toiletframe dat in hoogte verstelbaar is en extra ondersteuning biedt bij het opstaan en gaan zitten. Het heeft stevige armleuningen en antislipvoeten.,Gezondheid,https://example.com/toiletframe,259a92a3-370a-4c57-a7c2-88c5c89d8dd8
dfcb4331-6de2-4e77-bc0d-695dc0cca926,Robotmaaier,699.99,Een robotmaaier die je gazon automatisch maait. Het heeft sensoren om obstakels te detecteren en kan worden geprogrammeerd om op specifieke tijden te maaien.,Tuin,https://example.com/robotmaaier,d9d7cb7d-7e70-4d7e-a0ae-78b8c8e5a1dd
ce9908e2-9418-4783-b7fa-5445ee9f2a93,Infrarood Verwarming,179.99,Een energiezuinige infraroodverwarming die snel en gelijkmatig warmte verspreidt. Het heeft verschillende vermogensniveaus en kan worden opgehangen of vrijstaand worden gebruikt.,Thuis,https://example.com/infrarood-verwarming,45e22d68-9632-42b9-83ad-6ff5a4e577b0
f7581e55-3bed-420b-a2bf-38b8db931bc9,Douchestoel met Wielen,159.99,Een douchestoel met wielen waarmee mensen gemakkelijk in de douche kunnen bewegen. Het heeft een comfortabel zitvlak remmen en is in hoogte verstelbaar.,Gezondheid,https://example.com/douchestoel-met-wielen,45e22d68-9632-42b9-83ad-6ff5a4e577b0
e584cc84-56f9-4b82-b08c-b225981b77cf,Elektrische Fiets,1399.99,Een elektrische fiets die trapondersteuning biedt voor moeiteloos fietsen. Het heeft een krachtige motor een oplaadbare batterij en verschillende snelheidsmodi.,Mobiliteit,https://example.com/elektrische-fiets,45e22d68-9632-42b9-83ad-6ff5a4e577b0
d9d1e35b-87e6-45e4-af56-35e6cd1697bc,Daglichtlamp,79.99,Een daglichtlamp die natuurlijk daglicht simuleert en helpt bij het verminderen van seizoensgebonden stemmingswisselingen. Het heeft instelbare helderheid en een timerfunctie.,Gezondheid,https://example.com/daglichtlamp,45e22d68-9632-42b9-83ad-6ff5a4e577b0
35fdf7f3-0296-4cce-b491-8080b2d16c19,Beveiligingscamera,129.99,Een beveiligingscamera die je huis of kantoor bewaakt. Het heeft nachtzicht bewegingsdetectie en kan live videobeelden streamen naar je smartphone.,Thuis,https://example.com/beveiligingscamera,259a92a3-370a-4c57-a7c2-88c5c89d8dd8
be4f32d9-5843-4104-9f00-a8bfdf96f11e,Draadloze Oplader,29.99,Een draadloze oplader die het mogelijk maakt om je telefoon draadloos op te laden. Het is compatibel met de meeste moderne smartphones en heeft een slank ontwerp.,Elektronica,https://example.com/draadloze-oplader,45e22d68-9632-42b9-83ad-6ff5a4e577b0
507be385-e85b-44c6-9ede-7615652f4492,Opvouwbare Toiletsteun,49.99,Een opvouwbare toiletsteun die extra stabiliteit biedt bij het opstaan en gaan zitten. Het is gemakkelijk op te bergen en heeft antislipvoeten voor veiligheid.,Gezondheid,https://example.com/opvouwbare-toiletsteun,45e22d68-9632-42b9-83ad-6ff5a4e577b0
f9820126-a81b-45f2-a7c9-a4304130a059,Steunbeugel voor Badkamer,39.99,Een steunbeugel die kan worden geïnstalleerd in de badkamer om extra ondersteuning en stabiliteit te bieden. Het heeft een roestvrijstalen constructie en een geribbeld oppervlak voor grip.,Thuis,https://example.com/steunbeugel-badkamer,45e22d68-9632-42b9-83ad-6ff5a4e577b0
6eb3e14c-83b1-42ba-a63f-352b6433ec3a,Sta-op Stoel,599.99,Een comfortabele stoel die mensen helpt bij het opstaan en gaan zitten. Het heeft een elektrische liftfunctie verstelbare positie en zachte bekleding.,Thuis,https://example.com/sta-op-stoel,45e22d68-9632-42b9-83ad-6ff5a4e577b0
0b1b9708-9711-404e-944d-01b3659f15d5,Gehoorbeschermer,19.99,Een gehoorbeschermer die het gehoor beschermt tegen harde geluiden en gehoorverlies voorkomt. Het is lichtgewicht verstelbaar en comfortabel om te dragen.,Gezondheid,https://example.com/gehoorbeschermer,45e22d68-9632-42b9-83ad-6ff5a4e577b0
