zorgprofessionalID,clientID
"20cc9275-8e8a-408d-b3db-52ac0dddaa43","5af7db71-bf94-43fe-8e1f-28996b3eaf75"
"db4eb9a7-6b27-44ad-8449-85546c16b9be","5af7db71-bf94-43fe-8e1f-28996b3eaf75"
"5b4c8d0e-f07f-4d8f-8a15-19b3b5968e66","2ae4d94c-900e-46a5-9db1-6b07058ad535"
"29e9d63d-04ed-4d7f-953b-1b5db86bc6c1","2ae4d94c-900e-46a5-9db1-6b07058ad535"
"20cc9275-8e8a-408d-b3db-52ac0dddaa43","2ae4d94c-900e-46a5-9db1-6b07058ad535"
"0a6b62ef-ec5d-45a2-a29e-cc9a388ad745","ad79d779-4ed7-47d0-9af0-3d3f43c559e7"
"1e23b6c2-72a3-44c5-aecd-0c791f6022b9","ad79d779-4ed7-47d0-9af0-3d3f43c559e7"
"6408a979-d794-43a9-97f4-7ef40f13f62d","ad79d779-4ed7-47d0-9af0-3d3f43c559e7"
"7ce6d3ff-9cbb-4b1c-93b0-0130e482a5d0","ad79d779-4ed7-47d0-9af0-3d3f43c559e7"
"0a6b62ef-ec5d-45a2-a29e-cc9a388ad745","0f8f5b9f-2df9-4e87-9de7-2ac0788304e9"
"1e23b6c2-72a3-44c5-aecd-0c791f6022b9","0f8f5b9f-2df9-4e87-9de7-2ac0788304e9"
"6408a979-d794-43a9-97f4-7ef40f13f62d","0f8f5b9f-2df9-4e87-9de7-2ac0788304e9"
"5db6869c-23c7-48cc-9e7a-71886bfae9e0","2ccce2bc-2c79-49be-b246-6e2a48965b9d"
"9e7df8c9-4fb2-4f8b-8da2-5c6826be3a8f","2ccce2bc-2c79-49be-b246-6e2a48965b9d"
"65b5f347-dce2-4409-9682-6f1b55a2e09a","2ccce2bc-2c79-49be-b246-6e2a48965b9d"
"76a4dd84-029e-4be2-8043-1dd813f3d6e6","2ccce2bc-2c79-49be-b246-6e2a48965b9d"
"5db6869c-23c7-48cc-9e7a-71886bfae9e0","2b764b6a-fbfb-4c52-89a9-bcfb7123e706"
"9e7df8c9-4fb2-4f8b-8da2-5c6826be3a8f","2b764b6a-fbfb-4c52-89a9-bcfb7123e706"
"65b5f347-dce2-4409-9682-6f1b55a2e09a","2b764b6a-fbfb-4c52-89a9-bcfb7123e706"
"fd8c937a-33d4-44b1-ae4e-4af62b56dbd8","3c6d1897-1b33-4d29-85c7-4c810e7a204a"
"2fc7c3ad-8e81-4f9c-9b33-2465b2c3cc3b","3c6d1897-1b33-4d29-85c7-4c810e7a204a"
"9c34e153-74b4-4a46-8d67-d7f84c2d47a0","3c6d1897-1b33-4d29-85c7-4c810e7a204a"
"b8c8645f-687b-4a6b-ae2e-cc7a3c61c732","3c6d1897-1b33-4d29-85c7-4c810e7a204a"
"2fc7c3ad-8e81-4f9c-9b33-2465b2c3cc3b","808f50d2-fd43-45e1-b6be-35d8e8e93606"
"9c34e153-74b4-4a46-8d67-d7f84c2d47a0","808f50d2-fd43-45e1-b6be-35d8e8e93606"
"b8c8645f-687b-4a6b-ae2e-cc7a3c61c732","808f50d2-fd43-45e1-b6be-35d8e8e93606"
"60150a48-dbe4-4d85-9b85-0d71a0513aa3","97f0e69b-c8c7-4db9-a66e-256c38b4a526"
"cc7e1412-b4b7-4dbb-aef3-84d8f7e449c7","97f0e69b-c8c7-4db9-a66e-256c38b4a526"
"906cf0fb-8a29-47a9-9a7c-94b4e7ac154f","97f0e69b-c8c7-4db9-a66e-256c38b4a526"
"60150a48-dbe4-4d85-9b85-0d71a0513aa3","c5a63de7-6742-4b26-a547-b575e1fb5303"
"0d32b30d-72d4-4e47-bc41-bc05c0a1fe65","c5a63de7-6742-4b26-a547-b575e1fb5303"
"cc7e1412-b4b7-4dbb-aef3-84d8f7e449c7","c5a63de7-6742-4b26-a547-b575e1fb5303"
"906cf0fb-8a29-47a9-9a7c-94b4e7ac154f","c5a63de7-6742-4b26-a547-b575e1fb5303"
"1dcfd55b-7b5e-431a-8753-6a7e66b0b8ff","af6706c1-d39e-4149-b3b2-4ae413c5fe13"
"6fb93abf-1d71-481f-88f3-81f9f56efdb5","af6706c1-d39e-4149-b3b2-4ae413c5fe13"
"6be09039-064a-4b52-92e5-63e1c8e26f6d","af6706c1-d39e-4149-b3b2-4ae413c5fe13"
"e040d519-dcc5-4969-86c3-54006f21656c","ff51619d-253e-402f-812c-21a7fb15b6b1"
"1dcfd55b-7b5e-431a-8753-6a7e66b0b8ff","ff51619d-253e-402f-812c-21a7fb15b6b1"
"6fb93abf-1d71-481f-88f3-81f9f56efdb5","ff51619d-253e-402f-812c-21a7fb15b6b1"
"6be09039-064a-4b52-92e5-63e1c8e26f6d","ff51619d-253e-402f-812c-21a7fb15b6b1"
"8be1e0db-7ff2-4c17-804a-259d59ababf6","47761694-76e4-44e3-9250-7c5f12f99c4f"
"08d8c930-29db-4a48-aa79-b0294f09074a","47761694-76e4-44e3-9250-7c5f12f99c4f"
"afbe9dfe-5311-4d30-86a4-3e313e556bf7","47761694-76e4-44e3-9250-7c5f12f99c4f"
"9c733c14-2489-4404-8d32-6f5d7834c602","47761694-76e4-44e3-9250-7c5f12f99c4f"
"8be1e0db-7ff2-4c17-804a-259d59ababf6","0f21c4e6-5eaf-4dbf-828f-7cb274d6d7c7"
"08d8c930-29db-4a48-aa79-b0294f09074a","0f21c4e6-5eaf-4dbf-828f-7cb274d6d7c7"
"9c733c14-2489-4404-8d32-6f5d7834c602","0f21c4e6-5eaf-4dbf-828f-7cb274d6d7c7"
"8b5f14d4-dac9-4c44-a9b6-6e2e8f15fd4b","24df4452-9ec5-4a35-9712-1025dab83ce1"
"3ce36d0d-ccfd-4d3b-97c0-3e4829e6c07e","24df4452-9ec5-4a35-9712-1025dab83ce1"
"b7a49ab2-8628-4e9c-89b9-7a94ff1ed14d","24df4452-9ec5-4a35-9712-1025dab83ce1"
"7b29e27e-5b5a-4a11-82b4-23e2463eb3a2","24df4452-9ec5-4a35-9712-1025dab83ce1"
"8b5f14d4-dac9-4c44-a9b6-6e2e8f15fd4b","1861d19f-8b38-4b88-84ab-144a7f9c7ad6"
"3ce36d0d-ccfd-4d3b-97c0-3e4829e6c07e","1861d19f-8b38-4b88-84ab-144a7f9c7ad6"
"b7a49ab2-8628-4e9c-89b9-7a94ff1ed14d","1861d19f-8b38-4b88-84ab-144a7f9c7ad6"
"7b29e27e-5b5a-4a11-82b4-23e2463eb3a2","1861d19f-8b38-4b88-84ab-144a7f9c7ad6"
